id,text
2425,"UAVCAN_LGT_NAV (INT32) UAVCAN RIGHT_OF_WAY light operating mode Comment: This parameter defines the minimum condition under which the system will command the RIGHT_OF_WAY lights on 0 - Always off 1 - When autopilot is armed 2 - When autopilot is prearmed 3 - Always on Values: 0: Always off 1: When autopilot is armed 2: When autopilot is prearmed 3: Always on Reboot required: true [0, 3] 3"
2426,"UAVCAN_LGT_STROB (INT32) UAVCAN STROBE light operating mode Comment: This parameter defines the minimum condition under which the system will command the STROBE lights on 0 - Always off 1 - When autopilot is armed 2 - When autopilot is prearmed 3 - Always on Values: 0: Always off 1: When autopilot is armed 2: When autopilot is prearmed 3: Always on Reboot required: true [0, 3] 1"
2427,"UAVCAN_NODE_ID (INT32) UAVCAN Node ID Comment: Read the specs at http://uavcan.org to learn more about Node ID. Reboot required: true [1, 125] 1"
2428,UAVCAN_PUB_ARM (INT32) publish Arming Status stream Comment: Enable UAVCAN Arming Status stream publication uavcan::equipment::safety::ArmingStatus Reboot required: true Disabled (0)
2429,UAVCAN_PUB_MBD (INT32) publish moving baseline data RTCM stream Comment: Enable UAVCAN RTCM stream publication ardupilot::gnss::MovingBaselineData Reboot required: true Disabled (0)
2430,UAVCAN_PUB_RTCM (INT32) publish RTCM stream Comment: Enable UAVCAN RTCM stream publication uavcan::equipment::gnss::RTCMStream Reboot required: true Disabled (0)
2431,UAVCAN_RNG_MAX (FLOAT) UAVCAN rangefinder maximum range Comment: This parameter defines the maximum valid range for a rangefinder connected via UAVCAN. 200.0 m
2432,UAVCAN_RNG_MIN (FLOAT) UAVCAN rangefinder minimum range Comment: This parameter defines the minimum valid range for a rangefinder connected via UAVCAN. 0.3 m
2433,UAVCAN_SUB_ASPD (INT32) subscription airspeed Comment: Enable UAVCAN airspeed subscriptions. uavcan::equipment::air_data::IndicatedAirspeed uavcan::equipment::air_data::TrueAirspeed uavcan::equipment::air_data::StaticTemperature Reboot required: true Disabled (0)
2434,UAVCAN_SUB_BARO (INT32) subscription barometer Comment: Enable UAVCAN barometer subscription. uavcan::equipment::air_data::StaticPressure uavcan::equipment::air_data::StaticTemperature Reboot required: true Disabled (0)
2435,"UAVCAN_SUB_BAT (INT32) subscription battery Comment: Enable UAVCAN battery subscription. uavcan::equipment::power::BatteryInfo ardupilot::equipment::power::BatteryInfoAux 0 - Disable 1 - Use raw data. Recommended for Smart battery 2 - Filter the data with internal battery library Values: 0: Disable 1: Raw data 2: Filter data Reboot required: true [0, 2] 0"
2436,UAVCAN_SUB_BTN (INT32) subscription button Comment: Enable UAVCAN button subscription. ardupilot::indication::Button Reboot required: true Disabled (0)
2437,UAVCAN_SUB_DPRES (INT32) subscription differential pressure Comment: Enable UAVCAN differential pressure subscription. uavcan::equipment::air_data::RawAirData Reboot required: true Disabled (0)
2438,UAVCAN_SUB_FLOW (INT32) subscription flow Comment: Enable UAVCAN optical flow subscription. Reboot required: true Disabled (0)
2439,UAVCAN_SUB_GPS (INT32) subscription GPS Comment: Enable UAVCAN GPS subscriptions. uavcan::equipment::gnss::Fix uavcan::equipment::gnss::Fix2 uavcan::equipment::gnss::Auxiliary Reboot required: true Enabled (1)
2440,UAVCAN_SUB_GPS_R (INT32) subscription GPS Relative Comment: Enable UAVCAN GPS Relative subscription. ardupilot::gnss::RelPosHeading Reboot required: true Enabled (1)
2441,UAVCAN_SUB_HYGRO (INT32) subscription hygrometer Comment: Enable UAVCAN hygrometer subscriptions. dronecan::sensors::hygrometer::Hygrometer Reboot required: true Disabled (0)
2442,UAVCAN_SUB_ICE (INT32) subscription ICE Comment: Enable UAVCAN internal combustion engine (ICE) subscription. uavcan::equipment::ice::reciprocating::Status Reboot required: true Disabled (0)
2443,UAVCAN_SUB_IMU (INT32) subscription IMU Comment: Enable UAVCAN IMU subscription. uavcan::equipment::ahrs::RawIMU Reboot required: true Disabled (0)
2444,UAVCAN_SUB_MAG (INT32) subscription magnetometer Comment: Enable UAVCAN mag subscription. uavcan::equipment::ahrs::MagneticFieldStrength uavcan::equipment::ahrs::MagneticFieldStrength2 Reboot required: true Enabled (1)
2445,UAVCAN_SUB_RNG (INT32) subscription range finder Comment: Enable UAVCAN range finder subscription. uavcan::equipment::range_sensor::Measurement Reboot required: true Disabled (0)
2446,UUV_DIRCT_PITCH (FLOAT) Direct pitch input 0.0
2447,UUV_DIRCT_ROLL (FLOAT) Direct roll input 0.0
2448,UUV_DIRCT_THRUST (FLOAT) Direct thrust input 0.0
2449,UUV_DIRCT_YAW (FLOAT) Direct yaw input 0.0
2450,UUV_INPUT_MODE (INT32) Select Input Mode Values: 0: use Attitude Setpoints 1: Direct Feedthrough 0
2451,UUV_PITCH_D (FLOAT) Pitch differential gain 2.0
2452,UUV_PITCH_P (FLOAT) Pitch proportional gain 4.0
2453,UUV_ROLL_D (FLOAT) Roll differential gain 1.5
2454,UUV_ROLL_P (FLOAT) Roll proportional gain 4.0
2455,UUV_YAW_D (FLOAT) Yaw differential gain 2.0
2456,UUV_YAW_P (FLOAT) Yawh proportional gain 4.0
2457,UUV_GAIN_X_D (FLOAT) Gain of D controller X 0.2
2458,UUV_GAIN_X_P (FLOAT) Gain of P controller X 1.0
2459,UUV_GAIN_Y_D (FLOAT) Gain of D controller Y 0.2
2460,UUV_GAIN_Y_P (FLOAT) Gain of P controller Y 1.0
2461,UUV_GAIN_Z_D (FLOAT) Gain of D controller Z 0.2
2462,UUV_GAIN_Z_P (FLOAT) Gain of P controller Z 1.0
2463,UUV_STAB_MODE (INT32) Stabilization mode(1) or Position Control(0) Values: 0: Position Control 1: Stabilization Mode 1
2464,UWB_INIT_OFF_X (FLOAT) UWB sensor X offset in body frame Comment: UWB sensor positioning in relation to Drone in NED. X offset. A Positive offset results in a Position o (0.01) 0.0 m
2465,UWB_INIT_OFF_Y (FLOAT) UWB sensor Y offset in body frame Comment: UWB sensor positioning in relation to Drone in NED. Y offset. (0.01) 0.0 m
2466,UWB_INIT_OFF_Z (FLOAT) UWB sensor Z offset in body frame Comment: UWB sensor positioning in relation to Drone in NED. Z offset. (0.01) 0.0 m
2467,UWB_PORT_CFG (INT32) Serial Configuration for Ultrawideband position sensor driver Comment: Configure on which serial port to run Ultrawideband position sensor driver. Values: 0: Disabled 6: UART 6 101: TELEM 1 102: TELEM 2 103: TELEM 3 104: TELEM/SERIAL 4 201: GPS 1 202: GPS 2 203: GPS 3 300: Radio Controller 301: Wifi Port 401: EXT2 Reboot required: true 0
2468,"UWB_SENS_ROT (INT32) UWB sensor orientation Comment: The orientation of the sensor relative to the forward direction of the body frame. Look up table in src/lib/conversion/rotation.h Default position is the antannaes downward facing, UWB board parallel with body frame. Values: 0: ROTATION_NONE 1: ROTATION_YAW_45 2: ROTATION_YAW_90 3: ROTATION_YAW_135 4: ROTATION_YAW_180 5: ROTATION_YAW_225 6: ROTATION_YAW_270 7: ROTATION_YAW_315 8: ROTATION_ROLL_180 9: ROTATION_ROLL_180_YAW_45 10: ROTATION_ROLL_180_YAW_90 11: ROTATION_ROLL_180_YAW_135 12: ROTATION_PITCH_180 13: ROTATION_ROLL_180_YAW_225 14: ROTATION_ROLL_180_YAW_270 15: ROTATION_ROLL_180_YAW_315 16: ROTATION_ROLL_90 17: ROTATION_ROLL_90_YAW_45 18: ROTATION_ROLL_90_YAW_90 19: ROTATION_ROLL_90_YAW_135 20: ROTATION_ROLL_270 21: ROTATION_ROLL_270_YAW_45 22: ROTATION_ROLL_270_YAW_90 23: ROTATION_ROLL_270_YAW_135 24: ROTATION_PITCH_90 25: ROTATION_PITCH_270 26: ROTATION_PITCH_180_YAW_90 27: ROTATION_PITCH_180_YAW_270 28:"
2469,ROTATION_ROLL_90_PITCH_90 29: ROTATION_ROLL_180_PITCH_90 30: ROTATION_ROLL_270_PITCH_90 31: ROTATION_ROLL_90_PITCH_180 32: ROTATION_ROLL_270_PITCH_180 33: ROTATION_ROLL_90_PITCH_270 34: ROTATION_ROLL_180_PITCH_270 35: ROTATION_ROLL_270_PITCH_270 36: ROTATION_ROLL_90_PITCH_180_YAW_90 37: ROTATION_ROLL_90_YAW_270 38: ROTATION_ROLL_90_PITCH_68_YAW_293 39: ROTATION_PITCH_315 40: ROTATION_ROLL_90_PITCH_315 0
2470,"UXRCE_DDS_AG_IP (INT32) uXRCE-DDS Agent IP address Comment: If ethernet is enabled and is the selected configuration for uXRCE-DDS, the selected Agent IP address will be set and used. Decimal dot notation is not supported. IP address must be provided in int32 format. For example, 192.168.1.2 is mapped to -1062731518; 127.0.0.1 is mapped to 2130706433. Reboot required: True 2130706433"
2471,UXRCE_DDS_CFG (INT32) Serial Configuration for UXRCE-DDS Client Comment: Configure on which serial port to run UXRCE-DDS Client. Values: 0: Disabled 6: UART 6 101: TELEM 1 102: TELEM 2 103: TELEM 3 104: TELEM/SERIAL 4 201: GPS 1 202: GPS 2 203: GPS 3 300: Radio Controller 301: Wifi Port 401: EXT2 1000: Ethernet Reboot required: true 0
2472,UXRCE_DDS_DOM_ID (INT32) uXRCE-DDS domain ID Comment: uXRCE-DDS domain ID Reboot required: True 0
2473,"UXRCE_DDS_KEY (INT32) uXRCE-DDS session key Comment: uXRCE-DDS key, must be different from zero. In a single agent - multi client configuration, each client must have a unique session key. Reboot required: True 1"
2474,"UXRCE_DDS_PRT (INT32) uXRCE-DDS UDP port Comment: If ethernet is enabled and is the selected configuration for uXRCE-DDS, the selected UDP port will be set and used. Reboot required: True [0, 65535] 8888"
2475,"UXRCE_DDS_PTCFG (INT32) uXRCE-DDS participant configuration Comment: Set the participant configuration on the Agent's system. 0: Use the default configuration. 1: Restrict messages to localhost (use in combination with ROS_LOCALHOST_ONLY=1). 2: Use a custom participant with the profile name ""px4_participant"". Values: 0: Default 1: Localhost-only 2: Custom participant Reboot required: True [0, 2] 0"
2476,"UXRCE_DDS_SYNCC (INT32) Enable uXRCE-DDS system clock synchronization Comment: When enabled along with UXRCE_DDS_SYNCT, uxrce_dds_client will set the system clock using the agents UTC timestamp. Reboot required: True Disabled (0)"
2477,"UXRCE_DDS_SYNCT (INT32) Enable uXRCE-DDS timestamp synchronization Comment: When enabled, uxrce_dds_client will synchronize the timestamps of the incoming and outgoing messages measuring the offset between the Agent OS time and the PX4 time. Reboot required: True Enabled (1)"
2478,"VOXL_ESC_BAUD (INT32) UART ESC baud rate Comment: Default rate is 250Kbps, which is used in off-the-shelf MoadalAI ESC products. 250000 bit/s"
2479,"VOXL_ESC_CONFIG (INT32) UART ESC configuration Comment: Selects what type of UART ESC, if any, is being used. Values: 0: - Disabled 1: - VOXL ESC Reboot required: true [0, 1] 0"
2480,"VOXL_ESC_MODE (INT32) UART ESC Mode Comment: Selects what type of mode is enabled, if any Values: 0: - None 1: - Turtle Mode enabled via AUX1 2: - Turtle Mode enabled via AUX2 3: - UART Passthrough Mode Reboot required: true [0, 2] 0"
2481,"VOXL_ESC_PUB_BST (INT32) UART ESC Enable publishing of battery status Comment: Only applicable to ESCs that report total battery voltage and current Values: 0: - Disabled 1: - Enabled Reboot required: true [0, 1] 1"
2482,VOXL_ESC_RPM_MAX (INT32) UART ESC RPM Max Comment: Maximum RPM for ESC 15000 rpm
2483,VOXL_ESC_RPM_MIN (INT32) UART ESC RPM Min Comment: Minimum RPM for ESC 5500 rpm
2484,VOXL_ESC_SDIR1 (INT32) UART ESC ID 1 Spin Direction Flag Values: 0: - Default 1: - Reverse 0
2485,VOXL_ESC_SDIR2 (INT32) UART ESC ID 2 Spin Direction Flag Values: 0: - Default 1: - Reverse 0
2486,VOXL_ESC_SDIR3 (INT32) UART ESC ID 3 Spin Direction Flag Values: 0: - Default 1: - Reverse 0
2487,VOXL_ESC_SDIR4 (INT32) UART ESC ID 4 Spin Direction Flag Values: 0: - Default 1: - Reverse 0
2488,"VOXL_ESC_T_COSP (FLOAT) UART ESC Turtle Mode Cosphi [0.000, 1.000] (0.001) 0.990"
2489,"VOXL_ESC_T_DEAD (INT32) UART ESC Turtle Mode Crash Flip Motor Deadband [0, 100] (1) 20"
2490,"VOXL_ESC_T_EXPO (INT32) UART ESC Turtle Mode Crash Flip Motor expo [0, 100] (1) 35"
2491,"VOXL_ESC_T_MINF (FLOAT) UART ESC Turtle Mode Crash Flip Motor STICK_MINF [0.0, 100.0] (1.0) 0.15"
2492,"VOXL_ESC_T_OVER (INT32) UART ESC Over-Temperature Threshold (Degrees C) Comment: Only applicable to ESCs that report temperature Values: 0: - Disabled Reboot required: true [0, 200] 0"
2493,"VOXL_ESC_T_PERC (INT32) UART ESC Turtle Mode Crash Flip Motor Percent [1, 100] (1) 90"
2494,"VOXL_ESC_T_WARN (INT32) UART ESC Temperature Warning Threshold (Degrees C) Comment: Only applicable to ESCs that report temperature Values: 0: - Disabled Reboot required: true [0, 200] 0"
2495,"VOXL_ESC_VLOG (INT32) UART ESC verbose logging Values: 0: - Disabled 1: - Enabled Reboot required: true [0, 1] 0"
2496,"VOXL2_IO_BAUD (INT32) UART M0065 baud rate Comment: Default rate is 921600, which is used for communicating with M0065. 921600 bit/s"
2497,"VOXL2_IO_MAX (INT32) M0065 PWM Max Comment: Maximum duration (microseconds) for M0065 PWM [0, 2000] 2000 us"
2498,"VOXL2_IO_MIN (INT32) M0065 PWM Min Comment: Minimum duration (microseconds) for M0065 PWM [0, 2000] 1000 us"
2499,"VT_ARSP_BLEND (FLOAT) Transition blending airspeed Comment: Airspeed at which we can start blending both fw and mc controls. Set to 0 to disable. [0.00, 30.00] (1) 8.0 m/s"
2500,"VT_ARSP_TRANS (FLOAT) Transition airspeed Comment: Airspeed at which we can switch to fw mode [0.00, 30.00] (1) 10.0 m/s"
2501,"VT_BT_TILT_DUR (FLOAT) Duration motor tilt up in backtransition Comment: Time in seconds it takes to tilt form VT_TILT_FW to VT_TILT_MC. [0.1, 10] (0.1) 1. s"
2502,"VT_B_DEC_I (FLOAT) Backtransition deceleration setpoint to pitch I gain [0, 0.3] (0.05) 0.1 rad s/m"
2503,"VT_B_DEC_MSS (FLOAT) Approximate deceleration during back transition Comment: Used to calculate back transition distance in an auto mode. For standard vtol and tiltrotors a controller is used to track this value during the transition. [0.5, 10] (0.1) 2.0 m/s^2"
2504,"VT_B_TRANS_DUR (FLOAT) Maximum duration of a back transition Comment: Transition is also declared over if the groundspeed drops below MPC_XY_CRUISE. [0.1, 20.00] (1) 10.0 s"
2505,"VT_B_TRANS_RAMP (FLOAT) Back transition MC motor ramp up time Comment: This sets the duration during which the MC motors ramp up to the commanded thrust during the back transition stage. [0.0, 20.0] (0.1) 3.0 s"
2506,VT_ELEV_MC_LOCK (INT32) Lock control surfaces in hover Comment: If set to 1 the control surfaces are locked at the disarmed value in multicopter mode. Enabled (1)
2507,"VT_FWD_THRUST_EN (INT32) Use fixed-wing actuation in hover to accelerate forward Comment: This feature can be used to avoid the plane having to pitch nose down in order to move forward. Prevents large, negative lift from pitching nose down into wind. Fixed-wing forward actuators refers to puller/pusher (standard VTOL), or forward-tilt (tiltrotor VTOL). Only active if demanded down pitch is below VT_PITCH_MIN. Use VT_FWD_THRUST_SC to tune it. Descend mode is treated as Landing too. Only active (if enabled) in Altitude, Position and Auto modes, not in Stabilized. Values: 0: Disabled 1: Enabled (except LANDING) 2: Enabled if distance to ground above MPC_LAND_ALT1 3: Enabled if distance to ground above MPC_LAND_ALT2 4: Enabled constantly 5: Enabled if distance to ground above MPC_LAND_ALT1 (except LANDING) 6: Enabled if distance to ground above MPC_LAND_ALT2 (except LANDING) 0"
2508,"VT_FWD_THRUST_SC (FLOAT) Fixed-wing actuation thrust scale for hover forward flight Comment: Scale applied to the demanded down-pitch to get the fixed-wing forward actuation in hover mode. Enabled via VT_FWD_THRUST_EN. [0.0, 2.0] (0.01) 0.7"
2509,"VT_FW_DIFTHR_EN (INT32) Differential thrust in forwards flight Comment: Enable differential thrust seperately for roll, pitch, yaw in forward (fixed-wing) mode. The effectiveness of differential thrust around the corresponding axis can be tuned by setting VT_FW_DIFTHR_S_R / VT_FW_DIFTHR_S_P / VT_FW_DIFTHR_S_Y. Bitmask: 0: Yaw 1: Roll 2: Pitch [0, 7] 0"
2510,"VT_FW_DIFTHR_S_P (FLOAT) Pitch differential thrust factor in forward flight Comment: Differential thrust in forward flight is enabled via VT_FW_DIFTHR_EN. [0.0, 2.0] (0.1) 1."
2511,"VT_FW_DIFTHR_S_R (FLOAT) Roll differential thrust factor in forward flight Comment: Differential thrust in forward flight is enabled via VT_FW_DIFTHR_EN. [0.0, 2.0] (0.1) 1."
2512,"VT_FW_DIFTHR_S_Y (FLOAT) Yaw differential thrust factor in forward flight Comment: Differential thrust in forward flight is enabled via VT_FW_DIFTHR_EN. [0.0, 2.0] (0.1) 0.1"
2513,"VT_FW_MIN_ALT (FLOAT) Quad-chute altitude Comment: Minimum altitude for fixed-wing flight. When the vehicle is in fixed-wing mode and the altitude drops below this altitude (relative altitude above local origin), it will instantly switch back to MC mode and execute behavior defined in COM_QC_ACT. [0.0, 200.0] (1) 0.0 m"
2514,"VT_FW_QC_HMAX (INT32) Quad-chute maximum height Comment: Maximum height above the ground (if available, otherwise above Home if available, otherwise above the local origin) where triggering a quad-chute is possible. At high altitudes there is a big risk to deplete the battery and therefore crash if quad-chuting there. [0, ?] (1) 0 m"
2515,"VT_FW_QC_P (INT32) Quad-chute max pitch threshold Comment: Absolute pitch threshold for quad-chute triggering in FW mode. Above this the vehicle will transition back to MC mode and execute behavior defined in COM_QC_ACT. Set to 0 do disable this threshold. [0, 180] 0 deg"
2516,"VT_FW_QC_R (INT32) Quad-chute max roll threshold Comment: Absolute roll threshold for quad-chute triggering in FW mode. Above this the vehicle will transition back to MC mode and execute behavior defined in COM_QC_ACT. Set to 0 do disable this threshold. [0, 180] 0 deg"
2517,"VT_F_TRANS_DUR (FLOAT) Duration of a front transition Comment: Time in seconds used for a transition [0.1, 20.00] (1) 5.0 s"
2518,"VT_F_TRANS_THR (FLOAT) Target throttle value for the transition to fixed-wing flight [0.0, 1.0] (0.01) 1.0"
2519,"VT_F_TR_OL_TM (FLOAT) Airspeed-less front transition time (open loop) Comment: The duration of the front transition when there is no airspeed feedback available. [1.0, 30.0] (0.5) 6.0 s"
2520,"VT_LND_PITCH_MIN (FLOAT) Minimum pitch angle during hover landing Comment: Overrides VT_PITCH_MIN when the vehicle is in LAND mode (hovering). During landing it can be beneficial to reduce the pitch angle to reduce the generated lift in head wind. [-10.0, 45.0] (0.1) -5.0 deg"
2521,"VT_PITCH_MIN (FLOAT) Minimum pitch angle during hover Comment: Any pitch setpoint below this value is translated to a forward force by the fixed-wing forward actuation if VT_FW_TRHUST_EN is set to 1. [-10.0, 45.0] (0.1) -5.0 deg"
2522,"VT_PSHER_SLEW (FLOAT) Pusher throttle ramp up slew rate Comment: Defines the slew rate of the puller/pusher throttle during transitions. Zero will deactivate the slew rate limiting and thus produce an instant throttle rise to the transition throttle VT_F_TRANS_THR. [0, ?] (0.01) 0.33 1/s"
2523,"VT_QC_ALT_LOSS (FLOAT) Quad-chute uncommanded descent threshold Comment: Altitude error threshold for quad-chute triggering during fixed-wing flight. The check is only active if altitude is controlled and the vehicle is below the current altitude reference. The altitude error is relative to the highest altitude the vehicle has achieved since it has flown below the current altitude reference. Set to 0 do disable. [0.0, 200.0] (1) 0.0 m"
2524,"VT_QC_T_ALT_LOSS (FLOAT) Quad-chute transition altitude loss threshold Comment: Altitude loss threshold for quad-chute triggering during VTOL transition to fixed-wing flight in altitude-controlled flight modes. Active until 5s after completing transition to fixed-wing. If the current altitude is more than this value below the altitude at the beginning of the transition, it will instantly switch back to MC mode and execute behavior defined in COM_QC_ACT. Set to 0 do disable this threshold. [0, 50] (1) 20.0 m"
